Official name of position,internal disk name,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,CCU channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED Fiber,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID,Cooling loop,tkFEC connection,,,,,,,
FPix_BmI_D1_BLD9_PNL1_RNG2,,9B,M-L-3-24,8049,2,1Bb,1BB,1,PR017,portcard_FPix_BmI_D1_PRT2,PB-1,J11,1,dcdc_FPix_BmI_D1_PRT2,Disk1_RG2,CI-A 014,P95,B7,SN122498/0044,B8,30201210004620,B,0x7c,0x10,FPix -z up left 3,6,FPix -z up left 3,5,7,green-3,3,5/6,4,t,1323,down center,13,9,1,2,D1-RG2-HV1,,1297,mA,2,,,,,,,
FPix_BmI_D1_BLD10_PNL1_RNG2,,10B,M-Y-J-NW,8037,5,1Bc,1BC,7,PR024,portcard_FPix_BmI_D1_PRT3,PB-19,J11,1,dcdc_FPix_BmI_D1_PRT3,Disk1_RG3,CI-A 045,P44,C15,SN122498/0035,C12,30201210004691,A,0x7e,0x10,FPix -z down left 6,1,FPix -z down left 6,4,8,blue-1,13,25/26,4,b,1323,down center,14,10,1,1,D1-RG3-HV1,,1297,mA,2,,,,,,,
FPix_BmI_D1_BLD11_PNL1_RNG2,,11B,M-M-2-10,8036,4,1Bc,1BC,5,PR024,portcard_FPix_BmI_D1_PRT3,PB-19,J11,1,dcdc_FPix_BmI_D1_PRT3,Disk1_RG3,CI-A 045,P44,C16,SN122498/0039,C12,30201210004691,A,0x7e,0x10,FPix -z down left 5,6,FPix -z down left 6,4,9,blue-1,1,1/2,5,t,1324,down center,14,10,1,1,D1-RG3-HV1,,1298,mA,2,,,,,,,
FPix_BmI_D1_BLD12_PNL1_RNG2,,12B,M-Y-M-NG,8040,3,1Bc,1BC,3,PR024,portcard_FPix_BmI_D1_PRT3,PB-19,J11,1,dcdc_FPix_BmI_D1_PRT3,Disk1_RG3,CI-A 045,P44,D17,SN122498/0027,C12,30201210004691,A,0x7e,0x10,FPix -z down left 5,5,FPix -z down left 6,4,10,blue-1,13,25/26,5,b,1324,down center,14,10,1,1,D1-RG3-HV1,,1298,mA,2,,,,,,,
FPix_BmI_D1_BLD13_PNL1_RNG2,,13B,M-N-3-36,8048,2,1Bc,1BC,1,PR024,portcard_FPix_BmI_D1_PRT3,PB-19,J11,1,dcdc_FPix_BmI_D1_PRT3,Disk1_RG3,CI-A 045,P44,D18,SN122498/0048,C12,30201210004691,A,0x7e,0x10,FPix -z down left 5,4,FPix -z down left 6,4,11,blue-1,1,1/2,6,t,1325,down center,14,10,1,1,D1-RG3-HV1,,1299,mA,2,,,,,,,
FPix_BmI_D1_BLD14_PNL1_RNG2,,14B,M-M-1-24,8035,5,1Bd,1BD,7,PR005,portcard_FPix_BmI_D1_PRT4,PB-29,J11,1,dcdc_FPix_BmI_D1_PRT4,Disk1_RG4,CI-A 006,P120,D18,SN122498/0048,C12,30201210004691,B,0x7d,0x10,FPix -z down left 5,4,FPix -z down left 6,4,11,green-3,3,5/6,6,t,1325,down center,14,10,1,2,D1-RG4-HV1,,1299,mA,2,,,,,,,
FPix_BmI_D1_BLD15_PNL1_RNG2,,15B,M-M-2-48,8050,4,1Bd,1BD,5,PR005,portcard_FPix_BmI_D1_PRT4,PB-29,J11,1,dcdc_FPix_BmI_D1_PRT4,Disk1_RG4,CI-A 006,P120,D19,SN122498/0052,C12,30201210004691,B,0x7d,0x10,FPix -z down left 5,3,FPix -z down left 6,4,12,green-3,15,29/30,6,b,1325,down center,14,10,1,2,D1-RG4-HV1,,1299,mA,2,,,,,,,
FPix_BmI_D1_BLD16_PNL1_RNG2,,16B,M-M-1-05,8030,3,1Bd,1BD,3,PR005,portcard_FPix_BmI_D1_PRT4,PB-29,J11,1,dcdc_FPix_BmI_D1_PRT4,Disk1_RG4,CI-A 006,P120,D20,SN122498/0051,C12,30201210004691,B,0x7d,0x10,FPix -z down left 5,2,FPix -z down left 6,4,13,green-3,3,5/6,7,t,1326,down center,14,10,1,2,D1-RG4-HV1,,1300,mA,2,,,,,,,
FPix_BmI_D1_BLD17_PNL1_RNG2,,17B,M-Y-M-NS,8031,2,1Bd,1BD,1,PR005,portcard_FPix_BmI_D1_PRT4,PB-29,J11,1,dcdc_FPix_BmI_D1_PRT4,Disk1_RG4,CI-A 006,P120,D21,SN122498/0081,C12,30201210004691,B,0x7d,0x10,FPix -z down left 5,1,FPix -z down left 6,4,14,green-3,15,29/30,7,b,1326,down center,14,10,1,2,D1-RG4-HV1,,1300,mA,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BmI_D2_BLD1_PNL2_RNG1,HC1-Disk2-Inner,1T,M-I-4-45,9034,15,2Ta,2TA,6,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,4,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A1,SN122498/0045,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,6,FPix -z up left 3,4,1,black-8,8,15/16,1,t,1320,down center,13,9,2,1,D2-RG1-HV2,,1294,mB,2,BmI,,,,,,
FPix_BmI_D2_BLD2_PNL2_RNG1,,2T,M-I-4-46,9030,14,2Ta,2TA,4,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,4,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A2,SN122498/0041,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,5,FPix -z up left 3,4,2,black-8,20,39/40,1,b,1320,down center,13,9,2,1,D2-RG1-HV2,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD3_PNL2_RNG1,,3T,M-I-4-47,9029,13,2Ta,2TA,2,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,4,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A3,SN122498/0046,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,4,FPix -z up left 3,4,3,black-8,8,15/16,2,t,1321,down center,13,9,2,1,D2-RG1-HV2,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD4_PNL2_RNG1,,4T,M-L-4-05,9050,15,2Tb,2TB,6,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,4,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,A5,SN122498/0028,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,2,FPix -z up left 3,4,5,white-6,6,11/12,3,t,1322,down center,13,9,2,2,D2-RG2-HV2,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD5_PNL2_RNG1,,5T,M-J-1-20,9014,14,2Tb,2TB,2,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,4,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,B7,SN122498/0044,B9,30201210004686,B,0x7c,0x11,FPix -z up left 3,6,FPix -z up left 3,4,7,white-6,6,11/12,4,t,1323,down center,13,9,2,2,D2-RG2-HV2,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD6_PNL2_RNG1,,6T,M-J-1-23,9017,15,2Tc,2TC,6,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,4,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,C15,SN122498/0035,C13,30201210004633,A,0x7e,0x11,FPix -z down left 6,1,FPix -z down left 6,3,8,black-8,20,39/40,4,b,1323,down center,14,10,2,1,D2-RG3-HV2,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD7_PNL2_RNG1,,7T,M-J-3-05,9019,14,2Tc,2TC,4,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,4,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,C16,SN122498/0039,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,6,FPix -z down left 6,3,9,black-8,8,15/16,5,t,1324,down center,14,10,2,1,D2-RG3-HV2,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD8_PNL2_RNG1,,8T,M-J-3-18,9003,13,2Tc,2TC,2,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,4,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,D17,SN122498/0027,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,5,FPix -z down left 6,3,10,black-8,20,39/40,5,b,1324,down center,14,10,2,1,D2-RG3-HV2,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD9_PNL2_RNG1,,9T,M-J-3-24,9001,15,2Td,2TD,6,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,4,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D19,SN122498/0052,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,3,FPix -z down left 6,3,12,white-6,18,35/36,6,b,1325,down center,14,10,2,2,D2-RG4-HV2,,1299,mB,2,,,,,,,
FPix_BmI_D2_BLD10_PNL2_RNG1,,10T,M-J-4-09,9036,14,2Td,2TD,4,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,4,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D20,SN122498/0051,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,2,FPix -z down left 6,3,13,white-6,6,11/12,7,t,1326,down center,14,10,2,2,D2-RG4-HV2,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD11_PNL2_RNG1,,11T,M-J-4-10,9008,13,2Td,2TD,2,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,4,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D21,SN122498/0081,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,1,FPix -z down left 6,3,14,white-6,18,35/36,7,b,1326,down center,14,10,2,2,D2-RG4-HV2,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD1_PNL1_RNG1,,1B,M-K-1-48,9043,10,2Ba,2BA,6,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,2,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A1,SN122498/0045,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,6,FPix -z up left 3,4,1,red-7,7,13/14,1,t,1320,down center,13,9,2,1,D2-RG1-HV2,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD2_PNL1_RNG1,,2B,M-K-1-39,9059,11,2Ba,2BA,4,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,2,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A2,SN122498/0041,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,5,FPix -z up left 3,4,2,red-7,19,37/38,1,b,1320,down center,13,9,2,1,D2-RG1-HV2,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD3_PNL1_RNG1,,3B,M-K-1-34,9021,12,2Ba,2BA,2,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,2,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A3,SN122498/0046,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,4,FPix -z up left 3,4,3,red-7,7,13/14,2,t,1321,down center,13,9,2,1,D2-RG1-HV2,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD4_PNL1_RNG1,,4B,M-K-1-32,9024,10,2Bb,2BB,6,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,2,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,A5,SN122498/0028,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,2,FPix -z up left 3,4,5,gray-5,5,9/10,3,t,1322,down center,13,9,2,2,D2-RG2-HV2,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD5_PNL1_RNG1,,5B,M-K-1-30,9025,11,2Bb,2BB,2,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,2,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,B7,SN122498/0044,B9,30201210004686,B,0x7c,0x11,FPix -z up left 3,6,FPix -z up left 3,4,7,gray-5,5,9/10,4,t,1323,down center,13,9,2,2,D2-RG2-HV2,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD6_PNL1_RNG1,,6B,M-K-1-24,9026,0,2Bc,2BC,6,PR030,portcard_FPix_BmI_D2_PRT3,PB-47,J11,2,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,P38,C15,SN122498/0035,C13,30201210004633,A,0x7e,0x11,FPix -z down left 6,1,FPix -z down left 6,3,8,red-7,19,37/38,4,b,1323,down center,14,10,2,1,D2-RG3-HV2,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD7_PNL1_RNG1,,7B,M-K-1-21,9027,12,2Bc,2BC,4,PR030,portcard_FPix_BmI_D2_PRT3,PB-47,J11,2,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,P38,C16,SN122498/0039,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,6,FPix -z down left 6,3,9,red-7,7,13/14,5,t,1324,down center,14,10,2,1,D2-RG3-HV2,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD8_PNL1_RNG1,,8B,M-K-1-18,9006,1,2Bc,2BC,2,PR030,portcard_FPix_BmI_D2_PRT3,PB-47,J11,2,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,P38,D17,SN122498/0027,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,5,FPix -z down left 6,3,10,red-7,19,37/38,5,b,1324,down center,14,10,2,1,D2-RG3-HV2,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD9_PNL1_RNG1,,9B,M-K-1-11,9004,10,2Bd,2BD,6,PR027,portcard_FPix_BmI_D2_PRT4,PB-33,J11,2,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,FP20,D19,SN122498/0052,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,3,FPix -z down left 6,3,12,gray-5,17,33/34,6,b,1325,down center,14,10,2,2,D2-RG4-HV2,,1299,mB,2,,,,,,,
FPix_BmI_D2_BLD10_PNL1_RNG1,,10B,M-J-4-21,9010,11,2Bd,2BD,4,PR027,portcard_FPix_BmI_D2_PRT4,PB-33,J11,2,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,FP20,D20,SN122498/0051,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,2,FPix -z down left 6,3,13,gray-5,5,9/10,7,t,1326,down center,14,10,2,2,D2-RG4-HV2,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD11_PNL1_RNG1,,11B,M-J-4-18,9012,12,2Bd,2BD,2,PR027,portcard_FPix_BmI_D2_PRT4,PB-33,J11,2,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,FP20,D21,SN122498/0081,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,1,FPix -z down left 6,3,14,gray-5,17,33/34,7,b,1326,down center,14,10,2,2,D2-RG4-HV2,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD1_PNL2_RNG2,HC1-Disk2-Outer,1T,M-L-4-07,6118,9,2Ta,2TA,7,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,3,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A1,SN122498/0045,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,6,FPix -z up left 3,4,1,white-6,6,11/12,1,t,1320,down center,13,9,2,1,D2-RG1-HV1,,1294,mB,2,BmI,,,,,,
FPix_BmI_D2_BLD2_PNL2_RNG2,,2T,M-Y-T-NP,6120,8,2Ta,2TA,5,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,3,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A2,SN122498/0041,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,5,FPix -z up left 3,4,2,white-6,18,35/36,1,b,1320,down center,13,9,2,1,D2-RG1-HV1,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD3_PNL2_RNG2,,3T,M-I-3-01,6103,7,2Ta,2TA,3,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,3,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A3,SN122498/0046,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,4,FPix -z up left 3,4,3,white-6,6,11/12,2,t,1321,down center,13,9,2,1,D2-RG1-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD4_PNL2_RNG2,,4T,M-J-1-10,6101,6,2Ta,2TA,1,PR128,portcard_FPix_BmI_D2_PRT1,PB-22,J12,3,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,FP23,A4,SN122498/0047,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,3,FPix -z up left 3,4,4,white-6,18,35/36,2,b,1321,down center,13,9,2,1,D2-RG1-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD5_PNL2_RNG2,,5T,M-L-3-10,6016,13,2Tb,2TB,7,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,3,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,A4,SN122498/0047,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,3,FPix -z up left 3,4,4,black-8,20,39/40,2,b,1321,down center,13,9,2,2,D2-RG2-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD6_PNL2_RNG2,,6T,M-O-3-35,6028,12,2Tb,2TB,5,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,3,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,A5,SN122498/0028,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,2,FPix -z up left 3,4,5,black-8,8,15/16,3,t,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD7_PNL2_RNG2,,7T,M-K-3-28,6034,9,2Tb,2TB,4,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,4,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,B6,SN122498/0043,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,1,FPix -z up left 3,4,6,white-6,18,35/36,3,b,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD8_PNL2_RNG2,,8T,M-Y-I-NC,6177,8,2Tb,2TB,3,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,3,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,B6,SN122498/0043,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,1,FPix -z up left 3,4,6,black-8,20,39/40,3,b,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD9_PNL2_RNG2,,9T,M-P-2-23,6188,7,2Tb,2TB,1,PR116,portcard_FPix_BmI_D2_PRT2,PB-14,J12,3,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,P37,B7,SN122498/0044,B9,30201210004686,B,0x7c,0x11,FPix -z up left 3,6,FPix -z up left 3,4,7,black-8,8,15/16,4,t,1323,down center,13,9,2,2,D2-RG2-HV1,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD10_PNL2_RNG2,,10T,M-N-3-26,6098,9,2Tc,2TC,7,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,3,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,C15,SN122498/0035,C13,30201210004633,A,0x7e,0x11,FPix -z down left 6,1,FPix -z down left 6,3,8,white-6,18,35/36,4,b,1323,down center,14,10,2,1,D2-RG3-HV1,,1297,mB,2,,,,,,,
FPix_BmI_D2_BLD11_PNL2_RNG2,,11T,M-L-2-26,6035,8,2Tc,2TC,5,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,3,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,C16,SN122498/0039,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,6,FPix -z down left 6,3,9,white-6,6,11/12,5,t,1324,down center,14,10,2,1,D2-RG3-HV1,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD12_PNL2_RNG2,,12T,M-M-2-50,6083,7,2Tc,2TC,3,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,3,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,D17,SN122498/0027,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,5,FPix -z down left 6,3,10,white-6,18,35/36,5,b,1324,down center,14,10,2,1,D2-RG3-HV1,,1298,mB,2,,,,,,,
FPix_BmI_D2_BLD13_PNL2_RNG2,,13T,M-M-4-41,6080,6,2Tc,2TC,1,PR130,portcard_FPix_BmI_D2_PRT3,PB-47,J12,3,dcdc_FPix_BmI_D2_PRT3,Disk2_RG3,CI-A 009,FP21,D18,SN122498/0048,C13,30201210004633,A,0x7e,0x11,FPix -z down left 5,4,FPix -z down left 6,3,11,white-6,6,11/12,6,t,1325,down center,14,10,2,1,D2-RG3-HV1,,1299,mB,2,,,,,,,
FPix_BmI_D2_BLD14_PNL2_RNG2,,14T,M-M-1-09,6050,9,2Td,2TD,7,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,3,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D18,SN122498/0048,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,4,FPix -z down left 6,3,11,black-8,8,15/16,6,t,1325,down center,14,10,2,2,D2-RG4-HV1,,1299,mB,2,,,,,,,
FPix_BmI_D2_BLD15_PNL2_RNG2,,15T,M-K-2-08,6005,8,2Td,2TD,5,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,3,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D19,SN122498/0052,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,3,FPix -z down left 6,3,12,black-8,20,39/40,6,b,1325,down center,14,10,2,2,D2-RG4-HV1,,1299,mB,2,,,,,,,
FPix_BmI_D2_BLD16_PNL2_RNG2,,16T,M-L-4-10,6002,7,2Td,2TD,3,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,3,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D20,SN122498/0051,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,2,FPix -z down left 6,3,13,black-8,8,15/16,7,t,1326,down center,14,10,2,2,D2-RG4-HV1,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD17_PNL2_RNG2,,17T,M-L-2-35,6027,6,2Td,2TD,1,PR127,portcard_FPix_BmI_D2_PRT4,PB-33,J12,3,dcdc_FPix_BmI_D2_PRT4,Disk2_RG4,CI-A 016,P31,D21,SN122498/0081,C13,30201210004633,B,0x7d,0x11,FPix -z down left 5,1,FPix -z down left 6,3,14,black-8,20,39/40,7,b,1326,down center,14,10,2,2,D2-RG4-HV1,,1300,mB,2,,,,,,,
FPix_BmI_D2_BLD1_PNL1_RNG2,,1B,M-I-1-15,6108,5,2Ba,2BA,7,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,1,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A1,SN122498/0045,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,6,FPix -z up left 3,4,1,gray-5,5,9/10,1,t,1320,down center,13,9,2,1,D2-RG1-HV1,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD2_PNL1_RNG2,,2B,M-J-4-22,6116,4,2Ba,2BA,5,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,1,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A2,SN122498/0041,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,5,FPix -z up left 3,4,2,gray-5,17,33/34,1,b,1320,down center,13,9,2,1,D2-RG1-HV1,,1294,mB,2,,,,,,,
FPix_BmI_D2_BLD3_PNL1_RNG2,,3B,M-I-1-18,6115,3,2Ba,2BA,3,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,1,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A3,SN122498/0046,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,4,FPix -z up left 3,4,3,gray-5,5,9/10,2,t,1321,down center,13,9,2,1,D2-RG1-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD4_PNL1_RNG2,,4B,M-I-1-05,6114,2,2Ba,2BA,1,PR028,portcard_FPix_BmI_D2_PRT1,PB-22,J11,1,dcdc_FPix_BmI_D2_PRT1,Disk2_RG1,CI-A 005,P36,A4,SN122498/0047,B9,30201210004686,A,0x7b,0x11,FPix -z up left 2,3,FPix -z up left 3,4,4,gray-5,17,33/34,2,b,1321,down center,13,9,2,1,D2-RG1-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD5_PNL1_RNG2,,5B,M-N-1-43,6121,6,2Bb,2BB,7,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,1,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,A4,SN122498/0047,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,3,FPix -z up left 3,4,4,red-7,19,37/38,2,b,1321,down center,13,9,2,2,D2-RG2-HV1,,1295,mB,2,,,,,,,
FPix_BmI_D2_BLD6_PNL1_RNG2,,6B,M-I-3-20,6155,5,2Bb,2BB,5,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,1,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,A5,SN122498/0028,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,2,FPix -z up left 3,4,5,red-7,7,13/14,3,t,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD7_PNL1_RNG2,,7B,M-O-2-13,6111,4,2Bb,2BB,4,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,2,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,B6,SN122498/0043,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,1,FPix -z up left 3,4,6,gray-5,17,33/34,3,b,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
FPix_BmI_D2_BLD8_PNL1_RNG2,,8B,M-Y-T-NK,6163,3,2Bb,2BB,3,PR016,portcard_FPix_BmI_D2_PRT2,PB-14,J11,1,dcdc_FPix_BmI_D2_PRT2,Disk2_RG2,CI-A 004,FP22,B6,SN122498/0043,B9,30201210004686,B,0x7c,0x11,FPix -z up left 2,1,FPix -z up left 3,4,6,red-7,19,37/38,3,b,1322,down center,13,9,2,2,D2-RG2-HV1,,1296,mB,2,,,,,,,
